City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
454,bucak,37.4592,30.595,6.8,86,3,1.48,TR,1710267370
455,kerikeri,-35.2268,173.9474,18.84,92,90,1.29,NZ,1710267085
456,horta,38.5333,-28.6333,15.8,90,40,7.2,PT,1710267180
457,toliara,-23.35,43.6667,27.63,82,99,0.61,MG,1710267374
458,ak-dovurak,51.1833,90.6,-9.38,94,99,0.45,RU,1710267375
459,seosan,36.7817,126.4522,4.78,73,2,2.9,KR,1710267377
460,bikenibeu village,1.3673,173.1241,25.98,94,40,4.12,KI,1710267123
461,touros,-5.1989,-35.4608,30.49,65,70,3.96,BR,1710267027
462,oromocto,45.8351,-66.4792,5.95,69,100,10.8,CA,1710267380
463,hilo,19.7297,-155.09,23.12,90,40,3.09,US,1710267234
464,eldorado,-23.7869,-54.2836,36.5,26,3,3.37,BR,1710267383
465,pierre,44.3683,-100.351,16.59,26,0,7.72,US,1710267384
466,boa vista,2.8197,-60.6733,33.99,43,75,4.63,BR,1710267125
467,seminole,28.7086,-81.2081,26.9,50,0,2.06,US,1710267386
468,whangarei,-35.7317,174.3239,18.39,95,94,2.15,NZ,1710267387
469,sirte,31.2089,16.5887,16.87,69,100,3.6,LY,1710267389
470,semera,11.501,41.201,32.06,35,51,2.44,ET,1710267391
471,la banda,-27.7335,-64.2428,41.85,24,0,11.15,AR,1710267392
472,puerto leguizamo,-0.1934,-74.7819,34.45,47,100,0.84,CO,1710267394
473,tamanrasset,22.785,5.5228,24.8,14,88,4.71,DZ,1710267223
474,barabai,-2.5833,115.3833,23.67,99,100,0.41,ID,1710267396
475,marsabit,2.3284,37.9899,25.69,37,92,4.52,KE,1710267397
476,zhaoyuan,37.3592,120.3964,3.6,37,35,3.0,CN,1710267398
477,seabra,-12.4186,-41.7703,32.41,37,85,3.55,BR,1710267075
478,lago da pedra,-4.3333,-45.1667,29.61,80,98,1.47,BR,1710267400
479,pachino,36.7186,15.0907,13.06,78,5,9.33,IT,1710267402
480,ambodifotatra,-16.9833,49.85,27.91,76,100,5.15,MG,1710267403
481,qarazhal,48.0078,70.7903,-8.92,90,62,2.86,KZ,1710267404
482,zelenogorsk,56.1147,94.5861,-9.64,96,92,1.1,RU,1710267405
483,mindelo,16.8901,-24.9804,24.75,61,20,8.75,CV,1710267406
484,tadmur,34.5608,38.2805,17.27,26,23,3.38,SY,1710267408
485,lerwick,60.1545,-1.1494,6.0,95,100,8.63,GB,1710267023
486,talcahuano,-36.7167,-73.1167,18.82,77,20,4.12,CL,1710267363
487,mallawi,27.7314,30.8417,22.06,15,0,2.83,EG,1710267411
488,kokpekty,48.75,82.4,-0.44,95,100,1.9,KZ,1710267412
489,sola,-13.8833,167.55,28.35,77,99,6.91,VU,1710267414
490,kualakapuas,-3.0091,114.3876,23.65,99,100,1.07,ID,1710267415
491,mikhaylovsk,45.1283,42.0256,0.12,86,0,3.13,RU,1710267416
492,dagomys,43.6703,39.6689,7.97,58,47,2.95,RU,1710267418
493,mossel bay,-34.1831,22.146,19.96,86,14,2.51,ZA,1710267419
494,otjimbingwe,-22.35,16.1333,26.14,50,85,8.19,NA,1710267421
495,ust-tsilma,65.441,52.1498,-5.06,93,99,4.72,RU,1710267423
496,hinton,53.4001,-117.5857,2.59,74,60,2.02,CA,1710267425
497,lashio,22.9333,97.75,16.21,37,1,0.38,MM,1710267426
498,taitung city,22.7583,121.1444,17.07,65,1,4.13,TW,1710267427
499,marsh harbour,26.5412,-77.0636,20.98,58,2,4.41,BS,1710267431
500,arkhangel'sk,64.5401,40.5433,1.18,90,100,4.04,RU,1710267432
501,shchuchyn,53.6014,24.7465,1.51,97,100,5.53,BY,1710267433
502,port saint john's,-31.6229,29.5448,25.02,87,85,7.5,ZA,1710267434
503,colonia,50.9333,6.95,9.92,78,75,3.6,DE,1710267169
504,bou hanifia el hamamat,35.3147,-0.0504,19.74,46,0,3.88,DZ,1710267437
505,alpine,32.835,-116.7664,13.74,83,100,2.57,US,1710267432
506,guatire,10.4762,-66.5427,33.44,44,62,3.47,VE,1710267439
507,nizhnesortymskiy,62.4397,71.7603,-25.39,100,51,2.92,RU,1710267440
508,saudarkrokur,65.7461,-19.6394,0.33,87,98,1.15,IS,1710267443
509,at-bashi,41.1702,75.8106,-3.07,68,86,2.96,KG,1710267444
510,krasnokamsk,58.0802,55.7541,-13.91,99,94,0.82,RU,1710267445
511,susaki,33.3667,133.2833,9.04,76,7,3.36,JP,1710267446
512,thunder bay,48.4001,-89.3168,9.4,52,100,1.06,CA,1710267106
513,khandyga,62.6667,135.6,-25.67,96,88,1.6,RU,1710267174
514,kasongo-lunda,-6.4667,16.8167,25.49,77,68,0.64,CD,1710267450
515,vadso,70.0744,29.7487,-5.51,68,75,5.14,NO,1710266955
516,las veredas,23.1388,-109.7075,29.52,38,40,6.17,MX,1710267452
517,kainantu,-6.2887,145.8655,16.88,99,100,0.77,PG,1710267454
518,petite riviere,-20.1894,57.4453,25.4,88,27,5.6,MU,1710267466
519,kegeyli shahar,42.7767,59.6078,2.64,39,11,2.75,UZ,1710267477
520,gaigeturi,33.4644,126.3183,8.0,63,5,8.72,KR,1710267478
521,angaur state,6.906,134.13,27.38,81,66,7.2,PW,1710267479
522,jwaneng,-24.6004,24.7303,26.78,22,40,3.17,BW,1710267481
523,nyandoma,61.669,40.1991,-3.47,93,100,3.02,RU,1710267485
524,vetluga,57.8557,45.781,-8.19,96,100,1.95,RU,1710267487
525,edmond,35.6528,-97.4781,22.55,57,97,5.81,US,1710267357
526,olmos,-5.9847,-79.7453,32.72,42,100,2.2,PE,1710267490
527,songea,-10.6833,35.65,19.06,91,83,1.79,TZ,1710267491
528,ardakan,32.31,54.0175,13.51,44,24,1.26,IR,1710267492
529,turpan,42.9333,89.1667,12.84,22,3,1.1,CN,1710267494
530,sanctuary point,-35.1114,150.629,22.4,83,82,3.11,AU,1710267495
531,el bauga,18.262,33.9081,33.23,10,15,4.25,SD,1710267497
532,hammerfest,70.6634,23.6821,-4.75,68,75,5.66,NO,1710266945
533,kutum,14.2,24.6667,29.09,10,60,3.7,SD,1710267500
534,behshahr,36.6923,53.5526,7.97,79,22,2.8,IR,1710267501
535,kavieng,-2.5744,150.7967,26.75,82,100,2.6,PG,1710267502
536,lincheng,19.9078,109.6858,19.86,85,75,5.71,CN,1710267504
537,zaozersk,69.4005,32.4476,-8.72,97,98,2.4,RU,1710267505
538,khovd,48.0056,91.6419,-1.03,47,82,1.3,MN,1710267506
539,vila franca do campo,37.7167,-25.4333,18.27,99,46,5.3,PT,1710267507
540,east florence,34.8095,-87.6495,21.0,27,0,2.57,US,1710267509
541,fiambala,-27.6871,-67.6149,35.53,29,0,4.28,AR,1710267510
542,havran,39.5583,27.0983,15.19,85,51,4.48,TR,1710267512
543,ramhormoz,31.28,49.6035,17.79,47,0,2.85,IR,1710267514
544,alaghsas,17.0187,8.0168,35.94,5,0,3.6,NE,1710267515
545,ngerengere,-6.75,38.1167,25.03,87,71,0.86,TZ,1710267517
546,saint-louis,16.3333,-15.0,35.97,7,63,4.78,SN,1710267518
547,puerto gaitan,4.3133,-72.0816,34.66,46,76,1.12,CO,1710267519
548,camp verde,34.5636,-111.8543,19.24,31,55,4.43,US,1710267405
549,west end,26.6833,-78.9667,20.91,61,17,2.8,BS,1710267522
550,nogliki,51.8333,143.1667,-19.81,100,66,2.24,RU,1710267523
551,kabinda,-6.1333,24.4833,21.36,94,74,1.35,CD,1710267524
552,lensk,60.7253,114.9278,-17.38,100,99,1.17,RU,1710267526
553,mogocha,53.7333,119.7667,-14.87,96,19,1.53,RU,1710267527
554,ar ruways,24.1103,52.7306,20.09,61,3,7.45,AE,1710267528
555,puerto escondido,15.85,-97.0667,30.42,61,0,3.8,MX,1710267351
556,nosy varika,-20.5833,48.5333,25.32,87,33,1.2,MG,1710267530
557,kokuy,52.2037,117.5529,-16.21,99,46,1.06,RU,1710267532
558,mahdia,35.5047,11.0622,16.97,51,5,7.87,TN,1710267533
559,al fqih ben calah,32.5009,-6.6906,21.7,37,100,3.22,MA,1710267535
560,mananjary,-21.2167,48.3333,25.51,88,19,1.99,MG,1710267536
561,goundam,16.4145,-3.6708,35.36,11,78,4.25,ML,1710267537
562,chernyshevsk,52.5243,117.0174,-17.8,100,72,0.32,RU,1710267538
563,howard springs,-12.497,131.047,24.99,96,100,1.9,AU,1710267539
564,loen,7.7601,168.2307,27.28,85,100,11.41,MH,1710267541
565,ust'-kulom,61.6864,53.6902,-16.13,100,100,1.28,RU,1710267542
566,soure,-0.7167,-48.5233,28.77,75,62,5.07,BR,1710267340
567,queimadas,-10.9783,-39.6264,37.14,25,36,4.03,BR,1710267546
568,mili,6.0815,171.735,27.74,84,98,11.16,MH,1710267547
569,zakamensk,50.3741,103.2863,-10.9,94,7,1.16,RU,1710267549
570,mbeni,-11.5014,43.3775,26.04,73,54,2.47,KM,1710267551
571,ocean city,39.2776,-74.5746,19.14,32,14,3.13,US,1710267553
572,palos de la frontera,37.2346,-6.8947,19.05,40,100,0.45,ES,1710267554
573,presidente olegario,-18.4178,-46.4181,27.6,68,49,1.93,BR,1710267323
574,phan rang-thap cham,11.5667,108.9833,23.43,83,100,2.69,VN,1710267557
575,east ballina,-28.8667,153.5833,18.22,80,47,3.21,AU,1710267558
576,guerrero negro,27.9769,-114.0611,17.68,63,0,8.36,MX,1710267560
577,norton,-17.8833,30.7,24.6,66,90,1.81,ZW,1710267562
578,motueka,-41.1333,173.0167,16.17,82,100,2.44,NZ,1710267563
579,cestos city,5.46,-9.5828,27.92,80,100,2.73,LR,1710267565
580,ketchikan,55.3422,-131.6461,6.99,87,100,3.09,US,1710267566
581,arawa,-6.2132,155.5367,25.58,94,100,1.87,PG,1710267567
582,opuwo,-18.0607,13.84,25.51,52,51,7.78,NA,1710267569
583,gwanda,-20.9333,29.0,21.65,68,45,2.84,ZW,1710267570
584,mawu,29.5923,107.3139,13.74,69,100,1.07,CN,1710267571
585,flying fish cove,-10.4217,105.6791,25.82,88,100,5.14,CX,1710267573
586,peschanokopskoye,46.1961,41.0775,0.84,61,8,4.72,RU,1710267574
587,imbituba,-28.24,-48.6703,26.59,66,2,5.28,BR,1710267576
588,parkes,-33.1333,148.1833,22.42,46,90,2.44,AU,1710267577
589,rabo de peixe,37.8,-25.5833,17.77,99,40,6.69,PT,1710267578
